,fruit,path,label
48228,Guava,dataset/Guava/guava total final/Guava01921.png,3
48229,Apple,dataset/Apple/Apple F/scene06061.png,0
48230,Plum,dataset/Plum/PlumуАВ1894.png,11
48231,Guava,dataset/Guava/guava A/scene03521.png,3
48232,Guava,dataset/Guava/Guava total/GuavaуАВ98.png,3
48233,Guava,dataset/Guava/Guava total/GuavaуАВ211 resized.png,3
48234,Guava,dataset/Guava/guava B/Guava949.png,3
48235,Guava,dataset/Guava/Guava total/GuavaуАВ837 resized resized.png,3
48236,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00323.png,4
48237,Plum,dataset/Plum/PlumуАВ1468.png,11
48238,Guava,dataset/Guava/Guava total/1GuavaуАВ2886.png,3
48239,Guava,dataset/Guava/guava total final/Guava03927.png,3
48240,Guava,dataset/Guava/guava total final/Guava02423.png,3
48241,Mango,dataset/Mango/Mango001158.png,5
48242,Tomatoes,dataset/Tomatoes/Tamotoes00679.png,13
48243,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00200.png,4
48244,Banana,dataset/Banana/Banana01477.png,1
48245,Guava,dataset/Guava/Guava total/GuavaуАВ2109 resized.jpg,3
48246,Guava,dataset/Guava/guava A/cene10291.png,3
48247,Apple,dataset/Apple/Total Number of Apples/Apple 01453.png,0
48248,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00782.png,4
48249,Apple,dataset/Apple/Total Number of Apples/Apple 02987.png,0
48250,Pitaya,dataset/Pitaya/Pitaya00463.png,10
48251,Guava,dataset/Guava/guava total final/Guava02134.png,3
48252,Guava,dataset/Guava/Guava total/GuavaуАВ105 resized.jpg,3
48253,Banana,dataset/Banana/Banana02056.png,1
48254,Apple,dataset/Apple/Total Number of Apples/Apple 01023.png,0
48255,Tomatoes,dataset/Tomatoes/Tamotoes001979.png,13
48256,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002971.png,4
48257,Guava,dataset/Guava/guava A/ene16111.png,3
48258,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003620.png,4
48259,Mango,dataset/Mango/Mango003626.png,5
48260,Pitaya,dataset/Pitaya/Pitaya002368.png,10
48261,Apple,dataset/Apple/Total Number of Apples/Apple 0711.png,0
48262,Mango,dataset/Mango/Mango00769.png,5
48263,Guava,dataset/Guava/Guava total/GuavaуАВ1601 resized.png,3
48264,Banana,dataset/Banana/Banana0852.png,1
48265,Tomatoes,dataset/Tomatoes/Tamotoes00581.png,13
48266,Mango,dataset/Mango/Mango002664.png,5
48267,Apple,dataset/Apple/Apple C/scene11801.png,0
48268,Guava,dataset/Guava/Guava total/1GuavaуАВ2750 resized resized.png,3
48269,Apple,dataset/Apple/Total Number of Apples/Apple 03594.png,0
48270,Guava,dataset/Guava/guava B/Guava1424.png,3
48271,Pitaya,dataset/Pitaya/Pitaya002069.png,10
48272,Guava,dataset/Guava/guava total final/Guava0270.png,3
48273,Guava,dataset/Guava/Guava total/1GuavaуАВ2972.png,3
48274,Banana,dataset/Banana/Banana0480.png,1
48275,Pear,dataset/Pear/pear_0_4197.png,8
48276,Guava,dataset/Guava/guava total final/Guava03411.png,3
48277,Guava,dataset/Guava/Guava total/GuavaуАВ438 resized resized.png,3
48278,Pomegranate,dataset/Pomegranate/Pomegranet001370.png,12
48279,Banana,dataset/Banana/Banana01878.png,1
48280,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003385.png,4
48281,Pomegranate,dataset/Pomegranate/Pomegranet00363.png,12
48282,Plum,dataset/Plum/PlumуАВ489.png,11
48283,Guava,dataset/Guava/guava B/Guava401.png,3
48284,Apple,dataset/Apple/Apple D/Apple dee11401.png,0
48285,Guava,dataset/Guava/guava total final/Guava0914.png,3
48286,Plum,dataset/Plum/PlumуАВ517.png,11
48287,Peach,dataset/Peach/Peach001867.png,7
48288,Guava,dataset/Guava/guava total final/Guava0609.png,3
48289,Guava,dataset/Guava/Guava total/1GuavaуАВ3072 resized.jpg,3
48290,Apple,dataset/Apple/Apple D/applee13271.png,0
48291,Tomatoes,dataset/Tomatoes/Tamotoes001369.png,13
48292,Guava,dataset/Guava/Guava total/GuavaуАВ1570 resized.jpg,3
48293,Guava,dataset/Guava/Guava total/GuavaуАВ461 resized.jpg,3
48294,Apple,dataset/Apple/Apple C/scene07281.png,0
48295,Banana,dataset/Banana/Banana01918.png,1
48296,Pomegranate,dataset/Pomegranate/Pomegranet001449.png,12
48297,Tomatoes,dataset/Tomatoes/Tamotoes00555.png,13
48298,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00344.png,4
48299,Guava,dataset/Guava/Guava total/GuavaуАВ2273.png,3
48300,Pear,dataset/Pear/Pear 355.png,8
48301,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00372.png,4
48302,Persimmon,dataset/Persimmon/Persimmon224.png,9
48303,Orange,dataset/Orange/Orange001011.png,6
48304,Plum,dataset/Plum/PlumуАВ1843.png,11
48305,Apple,dataset/Apple/Total Number of Apples/Apple 0989.png,0
48306,Guava,dataset/Guava/Guava total/GuavaуАВ372 resized.png,3
48307,Guava,dataset/Guava/guava total final/Guava0325.png,3
48308,Banana,dataset/Banana/Banana02213.png,1
48309,muskmelon,dataset/muskmelon/Muskmelon 001664.png,14
48310,Mango,dataset/Mango/Mango00564.png,5
48311,Apple,dataset/Apple/Total Number of Apples/Apple 01735.png,0
48312,Guava,dataset/Guava/guava A/ene02911.png,3
48313,Guava,dataset/Guava/Guava total/GuavaуАВ2407 resized.jpg,3
48314,Apple,dataset/Apple/Apple F/Apple F _0_9745.png,0
48315,Pomegranate,dataset/Pomegranate/Pomegranet001235.png,12
48316,Persimmon,dataset/Persimmon/Persimmon1317.png,9
48317,Apple,dataset/Apple/Apple E/Apple E003.png,0
48318,Apple,dataset/Apple/Apple E/Apple E65.png,0
48319,Guava,dataset/Guava/Guava total/GuavaуАВ316 resized resized.png,3
48320,Guava,dataset/Guava/Guava total/GuavaуАВ2339 resized.png,3
48321,Guava,dataset/Guava/Guava total/GuavaуАВ152.png,3
48322,Peach,dataset/Peach/Peach001997.png,7
48323,Pear,dataset/Pear/Pear 1407.png,8
48324,Apple,dataset/Apple/Total Number of Apples/Apple 03440.png,0
48325,Guava,dataset/Guava/Guava total/GuavaуАВ872 resized.jpg,3
48326,Mango,dataset/Mango/Mango001328.png,5
48327,Persimmon,dataset/Persimmon/Persimmon1490.png,9
48328,Banana,dataset/Banana/Banana010.png,1
48329,Peach,dataset/Peach/Peach001819.png,7
48330,Guava,dataset/Guava/Guava total/GuavaуАВ229 resized resized.png,3
48331,Apple,dataset/Apple/Apple A/Apple 1.png,0
48332,Pomegranate,dataset/Pomegranate/Pomegranet001450.png,12
48333,Persimmon,dataset/Persimmon/Persimmon1350.png,9
48334,Carambola,dataset/Carambola/Carambola 00583.png,2
48335,Kiwi,dataset/Kiwi/kiwi A/Kiwi A0017.png,4
48336,Persimmon,dataset/Persimmon/Persimmon252.png,9
48337,Guava,dataset/Guava/Guava total/GuavaуАВ2407 resized.png,3
48338,Guava,dataset/Guava/Guava total/GuavaуАВ1000 resized resized.png,3
48339,Guava,dataset/Guava/Guava total/GuavaуАВ1146 resized.jpg,3
48340,Persimmon,dataset/Persimmon/Persimmon869.png,9
48341,Apple,dataset/Apple/Apple A/Apple 467.png,0
48342,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001798.png,4
48343,Carambola,dataset/Carambola/Carambola 001807.png,2
48344,Apple,dataset/Apple/Apple F/Apple F _0_2557.png,0
48345,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003211.png,4
48346,Mango,dataset/Mango/Mango002658.png,5
48347,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001662.png,4
48348,Mango,dataset/Mango/Mango002247.png,5
48349,Pitaya,dataset/Pitaya/Pitaya001392.png,10
48350,Pear,dataset/Pear/pear_0_5039.png,8
48351,Apple,dataset/Apple/Total Number of Apples/Apple 02994.png,0
48352,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B0099.png,4
48353,Pear,dataset/Pear/pear_0_1324.png,8
48354,Guava,dataset/Guava/Guava total/GuavaуАВ1964 resized.jpg,3
48355,muskmelon,dataset/muskmelon/Muskmelon 001034.png,14
48356,Pomegranate,dataset/Pomegranate/Pomegranet0019.png,12
48357,Tomatoes,dataset/Tomatoes/Tamotoes001772.png,13
48358,Guava,dataset/Guava/Guava total/GuavaуАВ2064 resized.jpg,3
48359,Tomatoes,dataset/Tomatoes/Tamotoes001505.png,13
48360,Tomatoes,dataset/Tomatoes/Tamotoes00592.png,13
48361,Apple,dataset/Apple/Apple F/Apple F268.png,0
48362,muskmelon,dataset/muskmelon/Muskmelon 00126.png,14
48363,Peach,dataset/Peach/Peach002442.png,7
48364,Tomatoes,dataset/Tomatoes/Tamotoes001614.png,13
48365,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00138.png,4
48366,Tomatoes,dataset/Tomatoes/Tamotoes00890.png,13
48367,Plum,dataset/Plum/PlumуАВ1751.png,11
48368,Mango,dataset/Mango/Mango00147.png,5
48369,Carambola,dataset/Carambola/Carambola 001222.png,2
48370,Apple,dataset/Apple/Total Number of Apples/Apple 01236.png,0
48371,Guava,dataset/Guava/Guava total/1GuavaуАВ2734 resized.png,3
48372,Guava,dataset/Guava/guava total final/Guava03526.png,3
48373,Apple,dataset/Apple/Total Number of Apples/Apple 04634.jpeg,0
48374,Orange,dataset/Orange/Orange001762.png,6
48375,Orange,dataset/Orange/Orange001803.png,6
48376,Guava,dataset/Guava/Guava total/GuavaуАВ1476 resized resized.png,3
48377,Tomatoes,dataset/Tomatoes/Tamotoes002046.png,13
48378,Pitaya,dataset/Pitaya/Pitaya002343.png,10
48379,Apple,dataset/Apple/Apple D/Apple De16081.png,0
48380,Pear,dataset/Pear/Pear 502.png,8
48381,Peach,dataset/Peach/Peach001560.png,7
48382,muskmelon,dataset/muskmelon/Muskmelon 001040.png,14
48383,Guava,dataset/Guava/guava A/ene13201.png,3
48384,Plum,dataset/Plum/PlumуАВ1334.png,11
48385,Pitaya,dataset/Pitaya/Pitaya001577.png,10
48386,Peach,dataset/Peach/Peach00956.png,7
48387,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002387.png,4
48388,Guava,dataset/Guava/Guava total/GuavaуАВ2297 resized.png,3
48389,Apple,dataset/Apple/Total Number of Apples/Apple 03254.png,0
48390,Guava,dataset/Guava/guava A/ene00991.png,3
48391,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001435.png,4
48392,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00749.png,4
48393,Pitaya,dataset/Pitaya/Pitaya00246.png,10
48394,Guava,dataset/Guava/guava B/Guava870.png,3
48395,Guava,dataset/Guava/Guava total/GuavaуАВ1535 resized resized.png,3
48396,Orange,dataset/Orange/Orange001291.png,6
48397,Guava,dataset/Guava/guava A/ene15331.png,3
48398,Pitaya,dataset/Pitaya/Pitaya00575.png,10
48399,Mango,dataset/Mango/Mango002492.png,5
48400,Guava,dataset/Guava/Guava total/GuavaуАВ1076 resized resized.png,3
48401,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00737.png,4
48402,Pitaya,dataset/Pitaya/Pitaya002321.png,10
48403,Carambola,dataset/Carambola/Carambola 00682.png,2
48404,Guava,dataset/Guava/Guava total/1GuavaуАВ2497 resized resized.png,3
48405,muskmelon,dataset/muskmelon/Muskmelon 001848.png,14
48406,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003517.png,4
48407,Guava,dataset/Guava/Guava total/GuavaуАВ253 resized.jpg,3
48408,Mango,dataset/Mango/Mango00835.png,5
48409,Pear,dataset/Pear/Pear 73.png,8
48410,Guava,dataset/Guava/guava A/ene14191.png,3
48411,Apple,dataset/Apple/Total Number of Apples/Apple_0_2807.png,0
48412,Apple,dataset/Apple/Total Number of Apples/Apple 04043.png,0
48413,Persimmon,dataset/Persimmon/Persimmon57.png,9
48414,Banana,dataset/Banana/Banana03016.png,1
48415,Plum,dataset/Plum/PlumуАВ105.png,11
48416,Guava,dataset/Guava/Guava total/GuavaуАВ984 resized resized.png,3
48417,Guava,dataset/Guava/guava A/ene14101.png,3
48418,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001804.png,4
48419,Banana,dataset/Banana/Banana0768.png,1
48420,Pear,dataset/Pear/Pear 1555.png,8
48421,Pear,dataset/Pear/Pear 304.png,8
48422,Plum,dataset/Plum/PlumуАВ1212.png,11
48423,Mango,dataset/Mango/Mango003295.png,5
48424,Tomatoes,dataset/Tomatoes/Tamotoes00385.png,13
48425,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001688.png,4
48426,Apple,dataset/Apple/Total Number of Apples/Apple 01200.png,0
48427,Guava,dataset/Guava/guava total final/Guava03157.png,3
48428,Pomegranate,dataset/Pomegranate/Pomegranet00744.png,12
48429,Guava,dataset/Guava/Guava total/GuavaуАВ29 resized.jpg,3
48430,Guava,dataset/Guava/Guava total/GuavaуАВ26 resized resized.png,3
48431,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001680.png,4
48432,Guava,dataset/Guava/Guava total/GuavaуАВ813.png,3
48433,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00789.png,4
48434,Guava,dataset/Guava/Guava total/1GuavaуАВ2793 resized.png,3
48435,Apple,dataset/Apple/Total Number of Apples/Apple 02749.png,0
48436,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00659.png,4
48437,Guava,dataset/Guava/Guava total/GuavaуАВ1752 resized.png,3
48438,Guava,dataset/Guava/guava A/ene09931.png,3
48439,Pitaya,dataset/Pitaya/Pitaya001926.png,10
48440,Apple,dataset/Apple/Apple B/591red applee06901591.png,0
48441,Pear,dataset/Pear/pear_0_7056.png,8
48442,Plum,dataset/Plum/PlumуАВ565.png,11
48443,Guava,dataset/Guava/guava A/ene03361.png,3
48444,Orange,dataset/Orange/Orange008.png,6
48445,Orange,dataset/Orange/Orange002439.png,6
48446,Plum,dataset/Plum/PlumуАВ512.png,11
48447,Apple,dataset/Apple/Total Number of Apples/Apple 0571.png,0
48448,Orange,dataset/Orange/Orange001841.png,6
48449,Orange,dataset/Orange/Orange0064.png,6
48450,Apple,dataset/Apple/Apple B/570red applee05321570.png,0
48451,Tomatoes,dataset/Tomatoes/Tamotoes00473.png,13
48452,Tomatoes,dataset/Tomatoes/Tamotoes00755.png,13
48453,muskmelon,dataset/muskmelon/Muskmelon 00845.png,14
48454,Mango,dataset/Mango/Mango001925.png,5
48455,Persimmon,dataset/Persimmon/Persimmon1445.png,9
48456,Guava,dataset/Guava/Guava total/GuavaуАВ33.png,3
48457,Mango,dataset/Mango/Mango001512.png,5
48458,Peach,dataset/Peach/Peach001157.png,7
48459,Orange,dataset/Orange/Orange0033.png,6
48460,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00162.png,4
48461,Pear,dataset/Pear/Pear 625.png,8
48462,Guava,dataset/Guava/Guava total/GuavaуАВ755 resized.jpg,3
48463,Pitaya,dataset/Pitaya/Pitaya00129.png,10
48464,Persimmon,dataset/Persimmon/Persimmon536.png,9
48465,Guava,dataset/Guava/Guava total/GuavaуАВ2462 resized.jpg,3
48466,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00222.png,4
48467,Apple,dataset/Apple/Total Number of Apples/Apple 02380.png,0
48468,muskmelon,dataset/muskmelon/Muskmelon 001710.png,14
48469,Mango,dataset/Mango/Mango00790.png,5
48470,Banana,dataset/Banana/Banana0355.png,1
48471,Banana,dataset/Banana/Banana01034.png,1
48472,Guava,dataset/Guava/guava B/Guava104.png,3
48473,Guava,dataset/Guava/Guava total/GuavaуАВ1296 resized.png,3
48474,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B0050.png,4
48475,Carambola,dataset/Carambola/Carambola 001319.png,2
48476,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002578.png,4
48477,Guava,dataset/Guava/Guava total/GuavaуАВ2439.png,3
48478,Orange,dataset/Orange/Orange00592.png,6
48479,Pear,dataset/Pear/pear_0_9138.png,8
48480,Tomatoes,dataset/Tomatoes/Tamotoes00186.png,13
48481,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001063.png,4
48482,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003101.png,4
48483,Guava,dataset/Guava/Guava total/1GuavaуАВ2559 resized.jpg,3
48484,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002348.png,4
48485,Guava,dataset/Guava/Guava total/GuavaуАВ2329 resized resized.png,3
48486,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004040.png,4
48487,Guava,dataset/Guava/Guava total/GuavaуАВ26 resized.jpg,3
48488,Mango,dataset/Mango/Mango0021.png,5
48489,Tomatoes,dataset/Tomatoes/Tamotoes001565.png,13
48490,Guava,dataset/Guava/Guava total/GuavaуАВ2289 resized resized.png,3
48491,Mango,dataset/Mango/Mango003224.png,5
48492,Mango,dataset/Mango/Mango002123.png,5
48493,Persimmon,dataset/Persimmon/Persimmon1886.png,9
48494,Peach,dataset/Peach/Peach002405.png,7
48495,Guava,dataset/Guava/Guava total/1GuavaуАВ3118 resized.png,3
48496,Plum,dataset/Plum/PlumуАВ574.png,11
48497,Guava,dataset/Guava/Guava total/GuavaуАВ1042.png,3
48498,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C0071.png,4
48499,Pitaya,dataset/Pitaya/Pitaya00840.png,10
48500,Guava,dataset/Guava/Guava total/GuavaуАВ1975 resized.png,3
48501,Apple,dataset/Apple/Total Number of Apples/Apple 0283.png,0
48502,Apple,dataset/Apple/Total Number of Apples/Apple 01260.png,0
48503,Guava,dataset/Guava/Guava total/GuavaуАВ1618 resized resized.png,3
48504,Guava,dataset/Guava/Guava total/1GuavaуАВ3038 resized.png,3
48505,Persimmon,dataset/Persimmon/Persimmon761.png,9
48506,Orange,dataset/Orange/Orange00146.png,6
48507,Plum,dataset/Plum/PlumуАВ1061.png,11
48508,Apple,dataset/Apple/Total Number of Apples/Apple 04041.png,0
48509,Guava,dataset/Guava/Guava total/1GuavaуАВ3073 resized resized.png,3
48510,Persimmon,dataset/Persimmon/Persimmon744.png,9
48511,Pear,dataset/Pear/Pear 757.png,8
48512,Tomatoes,dataset/Tomatoes/Tamotoes00367.png,13
48513,Pitaya,dataset/Pitaya/Pitaya002459.png,10
48514,Pomegranate,dataset/Pomegranate/Pomegranet00178.png,12
48515,Plum,dataset/Plum/PlumуАВ1482.png,11
48516,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001233.png,4
48517,Carambola,dataset/Carambola/Carambola 001079.png,2
48518,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00683.png,4
48519,Apple,dataset/Apple/Apple E/Apple E170.png,0
48520,Pitaya,dataset/Pitaya/Pitaya00250.png,10
48521,Orange,dataset/Orange/Orange002657.png,6
48522,muskmelon,dataset/muskmelon/Muskmelon 00794.png,14
48523,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00969.png,4
48524,muskmelon,dataset/muskmelon/Muskmelon 00494.png,14
48525,Apple,dataset/Apple/Apple B/489red applee00631489.png,0
48526,Mango,dataset/Mango/Mango003415.png,5
48527,Guava,dataset/Guava/Guava total/GuavaуАВ990.png,3
48528,Guava,dataset/Guava/Guava total/GuavaуАВ727 resized.jpg,3
48529,Persimmon,dataset/Persimmon/Persimmon1980.png,9
48530,Guava,dataset/Guava/Guava total/GuavaуАВ997 resized.jpg,3
48531,Mango,dataset/Mango/Mango003901.png,5
48532,Banana,dataset/Banana/Banana02272.png,1
48533,Apple,dataset/Apple/Apple F/Apple F _0_9254.png,0
48534,Pomegranate,dataset/Pomegranate/Pomegranet001266.png,12
48535,Pear,dataset/Pear/Pear 1901.png,8
48536,Pear,dataset/Pear/Pear 1142.png,8
48537,Guava,dataset/Guava/Guava total/GuavaуАВ1801.png,3
48538,Banana,dataset/Banana/Banana01419.png,1
48539,Guava,dataset/Guava/Guava total/1GuavaуАВ2771 resized.jpg,3
48540,Plum,dataset/Plum/PlumуАВ1440.png,11
48541,Apple,dataset/Apple/Total Number of Apples/Apple 01756.png,0
48542,Carambola,dataset/Carambola/Carambola 0016.png,2
48543,Guava,dataset/Guava/Guava total/GuavaуАВ220 resized resized.png,3
48544,Orange,dataset/Orange/Orange002320.png,6
48545,Apple,dataset/Apple/Total Number of Apples/Apple 0488.png,0
48546,Tomatoes,dataset/Tomatoes/Tamotoes001506.png,13
48547,Mango,dataset/Mango/Mango002713.png,5
48548,Tomatoes,dataset/Tomatoes/Tamotoes001055.png,13
48549,Carambola,dataset/Carambola/Carambola 003.png,2
48550,Guava,dataset/Guava/guava total final/Guava0477.png,3
48551,Guava,dataset/Guava/guava total final/Guava03430.png,3
48552,Mango,dataset/Mango/Mango003294.png,5
48553,Guava,dataset/Guava/guava A/cene04141.png,3
48554,Pear,dataset/Pear/pear_0_9393.png,8
48555,Apple,dataset/Apple/Total Number of Apples/Apple 01171.png,0
48556,Guava,dataset/Guava/Guava total/1GuavaуАВ2539 resized.png,3
48557,Tomatoes,dataset/Tomatoes/Tamotoes002071.png,13
48558,Guava,dataset/Guava/Guava total/1GuavaуАВ2802 resized.jpg,3
48559,Guava,dataset/Guava/guava total final/Guava0620.png,3
48560,Apple,dataset/Apple/Apple C/ne03461.png,0
48561,Guava,dataset/Guava/Guava total/GuavaуАВ2358 resized resized.png,3
48562,Apple,dataset/Apple/Total Number of Apples/Apple 03681.png,0
48563,Guava,dataset/Guava/guava A/ene06181.png,3
48564,Apple,dataset/Apple/Apple A/Apple 441.png,0
48565,Pitaya,dataset/Pitaya/Pitaya001673.png,10
48566,muskmelon,dataset/muskmelon/Muskmelon 0044.png,14
48567,Guava,dataset/Guava/Guava total/GuavaуАВ1631 resized resized.png,3
48568,Apple,dataset/Apple/Total Number of Apples/Apple 02669.png,0
48569,Mango,dataset/Mango/Mango00468.png,5
48570,Orange,dataset/Orange/Orange00131.png,6
48571,Orange,dataset/Orange/Orange00706.png,6
48572,Pomegranate,dataset/Pomegranate/Pomegranet001920.png,12
48573,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001398.png,4
48574,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00671.png,4
48575,Guava,dataset/Guava/guava B/Guava1511.png,3
48576,Guava,dataset/Guava/guava total final/Guava02842.png,3
48577,Pear,dataset/Pear/pear_0_9333.png,8
48578,Pear,dataset/Pear/Pear 391.png,8
48579,Persimmon,dataset/Persimmon/Persimmon612.png,9
48580,Apple,dataset/Apple/Apple C/scene09961.png,0
48581,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001654.png,4
48582,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003575.png,4
48583,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003425.png,4
48584,Pitaya,dataset/Pitaya/Pitaya001858.png,10
48585,Pitaya,dataset/Pitaya/Pitaya00903.png,10
48586,Guava,dataset/Guava/Guava total/1GuavaуАВ2586 resized.jpg,3
48587,Apple,dataset/Apple/Total Number of Apples/Apple 02363.png,0
48588,Guava,dataset/Guava/Guava total/GuavaуАВ1260.png,3
48589,Guava,dataset/Guava/Guava total/GuavaуАВ1515 resized resized.png,3
48590,Persimmon,dataset/Persimmon/Persimmon412.png,9
48591,Guava,dataset/Guava/Guava total/GuavaуАВ966 resized.png,3
48592,Mango,dataset/Mango/Mango002927.png,5
48593,muskmelon,dataset/muskmelon/Muskmelon 00983.png,14
48594,Guava,dataset/Guava/Guava total/GuavaуАВ1126 resized.jpg,3
48595,Tomatoes,dataset/Tomatoes/Tamotoes001432.png,13
48596,Apple,dataset/Apple/Apple C/scene07581.png,0
48597,Plum,dataset/Plum/PlumуАВ340.png,11
48598,Guava,dataset/Guava/Guava total/GuavaуАВ2185.png,3
48599,Guava,dataset/Guava/Guava total/GuavaуАВ2241 resized.png,3
48600,Banana,dataset/Banana/Banana02031.png,1
48601,Pomegranate,dataset/Pomegranate/Pomegranet00143.png,12
48602,Guava,dataset/Guava/Guava total/GuavaуАВ1394 resized.jpg,3
48603,muskmelon,dataset/muskmelon/Muskmelon 00755.png,14
48604,Orange,dataset/Orange/Orange001232.png,6
48605,Guava,dataset/Guava/guava total final/Guava03297.png,3
48606,Guava,dataset/Guava/guava A/ene15271.png,3
48607,Guava,dataset/Guava/guava B/Guava35.png,3
48608,Guava,dataset/Guava/guava total final/Guava0163.png,3
48609,Apple,dataset/Apple/Apple B/31red applee10101.png,0
48610,Apple,dataset/Apple/Apple A/Apple 188.png,0
48611,Apple,dataset/Apple/Apple E/Apple E119.png,0
48612,Pear,dataset/Pear/Pear 1602.png,8
48613,Guava,dataset/Guava/Guava total/GuavaуАВ2004 resized resized.png,3
48614,Apple,dataset/Apple/Apple A/Apple 443.png,0
48615,Mango,dataset/Mango/Mango00887.png,5
48616,Guava,dataset/Guava/Guava total/GuavaуАВ277 resized.jpg,3
48617,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00405.png,4
48618,Orange,dataset/Orange/Orange00223.png,6
48619,Mango,dataset/Mango/Mango003150.png,5
48620,Banana,dataset/Banana/Banana02529.png,1
48621,Pear,dataset/Pear/Pear 668.png,8
48622,Carambola,dataset/Carambola/Carambola 001453.png,2
48623,Apple,dataset/Apple/Apple F/scene04341.png,0
48624,Tomatoes,dataset/Tomatoes/Tamotoes0036.png,13
48625,Guava,dataset/Guava/Guava total/GuavaуАВ338 resized.png,3
48626,Apple,dataset/Apple/Apple B/345red applee05026345.png,0
48627,Apple,dataset/Apple/Apple E/Apple E0014.png,0
48628,Mango,dataset/Mango/Mango002744.png,5
48629,Guava,dataset/Guava/guava total final/Guava01942.png,3
48630,Pomegranate,dataset/Pomegranate/Pomegranet001170.png,12
48631,Pitaya,dataset/Pitaya/Pitaya001304.png,10
48632,Peach,dataset/Peach/Peach00912.png,7
48633,Pomegranate,dataset/Pomegranate/Pomegranet002022.png,12
48634,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00664.png,4
48635,Peach,dataset/Peach/Peach002543.png,7
48636,Persimmon,dataset/Persimmon/Persimmon1527.png,9
48637,Pomegranate,dataset/Pomegranate/Pomegranet00635.png,12
48638,Tomatoes,dataset/Tomatoes/Tamotoes00127.png,13
48639,Guava,dataset/Guava/Guava total/GuavaуАВ1978 resized resized.png,3
48640,Guava,dataset/Guava/Guava total/GuavaуАВ1727.png,3
48641,Apple,dataset/Apple/Total Number of Apples/Apple 03479.png,0
48642,Guava,dataset/Guava/Guava total/GuavaуАВ1478 resized.png,3
48643,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00476.png,4
48644,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00679.png,4
48645,Guava,dataset/Guava/guava B/Guava445.png,3
48646,Apple,dataset/Apple/Apple F/Apple F624.png,0
48647,Banana,dataset/Banana/Banana0951.png,1
48648,Guava,dataset/Guava/guava B/Guava554.png,3
48649,Guava,dataset/Guava/Guava total/GuavaуАВ2331.png,3
48650,Guava,dataset/Guava/guava total final/Guava01912.png,3
48651,Guava,dataset/Guava/guava total final/Guava01285.png,3
48652,Orange,dataset/Orange/Orange001569.png,6
48653,Pitaya,dataset/Pitaya/Pitaya00667.png,10
48654,Peach,dataset/Peach/Peach0064.png,7
48655,muskmelon,dataset/muskmelon/Muskmelon 00528.png,14
48656,Apple,dataset/Apple/Total Number of Apples/Apple 02560.png,0
48657,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00474.png,4
48658,Guava,dataset/Guava/guava total final/Guava03834.png,3
